# x_m,y_m,w_tr_right_m,w_tr_left_m
1.7800,2.8200,1.0630,1.0630
1.7300,2.8700,1.0700,1.0700
1.6800,2.9200,1.0548,1.0548
1.6300,2.9200,1.0548,1.0548
1.5800,2.9200,1.0296,1.0296
1.5300,2.9200,1.0062,1.0062
1.4800,2.9700,1.0308,1.0308
1.4300,2.9700,1.0124,1.0124
1.3800,2.9700,0.9962,0.9962
1.3300,2.9700,0.9823,0.9823
1.2800,2.9200,0.9220,0.9220
1.2300,2.9200,0.9124,0.9124
1.1800,2.9200,0.9055,0.9055
1.1300,2.9200,0.9014,0.9014
1.0800,2.8700,0.8500,0.8500
1.0300,2.8700,0.8500,0.8500
0.9800,2.8700,0.8500,0.8500
0.9300,2.8700,0.8500,0.8500
0.8800,2.8700,0.8515,0.8515
0.8300,2.8700,0.8559,0.8559
0.7800,2.8200,0.8139,0.8139
0.7300,2.7700,0.7762,0.7762
0.6800,2.7700,0.7906,0.7906
0.6300,2.7700,0.8078,0.8078
0.5800,2.7700,0.8276,0.8276
0.5300,2.7200,0.8062,0.8062
0.4800,2.7200,0.8322,0.8322
0.4300,2.6700,0.8201,0.8201
0.3800,2.6200,0.8062,0.8062
0.3300,2.5700,0.7826,0.7826
0.2800,2.5200,0.7632,0.7632
0.2300,2.4700,0.7500,0.7500
0.1800,2.4200,0.7280,0.7280
0.1300,2.3700,0.6964,0.6964
0.0800,2.3200,0.6708,0.6708
0.0300,2.2700,0.6500,0.6500
-0.0200,2.2200,0.6265,0.6265
-0.0700,2.1700,0.6103,0.6103
-0.1200,2.1200,0.6021,0.6021
-0.1700,2.0700,0.6021,0.6021
-0.2200,2.0200,0.6000,0.6000
-0.2700,1.9700,0.5500,0.5500
-0.3200,1.9700,0.5500,0.5500
-0.3700,1.9700,0.5500,0.5500
-0.4200,1.9700,0.5523,0.5523
-0.4700,1.9700,0.5590,0.5590
-0.5200,1.9200,0.5220,0.5220
-0.5700,1.9200,0.5385,0.5385
-0.6200,1.9200,0.5500,0.5500
-0.6700,1.9200,0.5523,0.5523
-0.7200,1.9200,0.5500,0.5500
-0.7700,1.9200,0.5523,0.5523
-0.8200,1.9200,0.5590,0.5590
-0.8700,1.9200,0.5701,0.5701
-0.9200,1.9200,0.5852,0.5852
-0.9700,1.9200,0.5831,0.5831
-1.0200,1.9700,0.5701,0.5701
-1.0700,1.9700,0.5852,0.5852
-1.1200,1.9700,0.5701,0.5701
-1.1700,2.0200,0.5831,0.5831
-1.2200,2.0200,0.5831,0.5831
-1.2700,2.0700,0.6021,0.6021
-1.3200,2.0700,0.5831,0.5831
-1.3700,2.1200,0.6042,0.6042
-1.4200,2.1700,0.6265,0.6265
-1.4700,2.2200,0.6500,0.6500
-1.5200,2.2700,0.6708,0.6708
-1.5700,2.2700,0.6500,0.6500
-1.6200,2.3200,0.6801,0.6801
-1.6700,2.3200,0.6671,0.6671
-1.7200,2.3700,0.7071,0.7071
-1.7700,2.3700,0.6964,0.6964
-1.8200,2.3700,0.6801,0.6801
-1.8700,2.4200,0.7159,0.7159
-1.9200,2.4200,0.7071,0.7071
-1.9700,2.4200,0.7018,0.7018
-2.0200,2.4700,0.7500,0.7500
-2.0700,2.4700,0.7517,0.7517
-2.1200,2.4700,0.7566,0.7566
-2.1700,2.4200,0.7159,0.7159
-2.2200,2.4200,0.7280,0.7280
-2.2700,2.3700,0.6964,0.6964
-2.3200,2.3700,0.7159,0.7159
-2.3700,2.3200,0.6946,0.6946
-2.4200,2.2700,0.6801,0.6801
-2.4700,2.2200,0.6708,0.6708
-2.5200,2.1700,0.6519,0.6519
-2.5700,2.1200,0.6403,0.6403
-2.5700,2.0700,0.6403,0.6403
-2.6200,2.0200,0.5852,0.5852
-2.6200,1.9700,0.5701,0.5701
-2.6200,1.9200,0.5590,0.5590
-2.6200,1.8700,0.5523,0.5523
-2.6200,1.8200,0.5500,0.5500
-2.6200,1.7700,0.5500,0.5500
-2.6200,1.7200,0.5500,0.5500
-2.6200,1.6700,0.5500,0.5500
-2.6200,1.6200,0.5500,0.5500
-2.6200,1.5700,0.5500,0.5500
-2.6200,1.5200,0.5500,0.5500
-2.6200,1.4700,0.5385,0.5385
-2.6200,1.4200,0.5220,0.5220
-2.6200,1.3700,0.5099,0.5099
-2.6200,1.3200,0.5025,0.5025
-2.6200,1.2700,0.5000,0.5000
-2.6200,1.2200,0.5000,0.5000
-2.6200,1.1700,0.5000,0.5000
-2.6200,1.1200,0.5000,0.5000
-2.6200,1.0700,0.5000,0.5000
-2.6200,1.0200,0.5000,0.5000
-2.6200,0.9700,0.5000,0.5000
-2.6200,0.9200,0.4924,0.4924
-2.6200,0.8700,0.4743,0.4743
-2.6200,0.8200,0.4610,0.4610
-2.6200,0.7700,0.4528,0.4528
-2.6200,0.7200,0.4500,0.4500
-2.6200,0.6700,0.4500,0.4500
-2.6200,0.6200,0.4500,0.4500
-2.6200,0.5700,0.4500,0.4500
-2.6200,0.5200,0.4500,0.4500
