# x_m,y_m,w_tr_right_m,w_tr_left_m
17.756059, 28.203828, 1.000000, 1.000000
17.703419, 28.199528, 1.000000, 1.000000
17.648828, 28.199938, 1.000000, 1.000000
17.594057, 28.200785, 1.000000, 1.000000
17.542136, 28.194749, 1.000000, 1.000000
17.504969, 28.153095, 1.000000, 1.000000
17.452009, 28.149568, 1.000000, 1.000000
17.397307, 28.150247, 1.000000, 1.000000
17.343093, 28.149747, 1.000000, 1.000000
17.288550, 28.150044, 1.000000, 1.000000
17.234097, 28.150121, 1.000000, 1.000000
17.179721, 28.150013, 1.000000, 1.000000
17.125351, 28.149889, 1.000000, 1.000000
17.070917, 28.149922, 1.000000, 1.000000
17.016374, 28.150217, 1.000000, 1.000000
16.962058, 28.149962, 1.000000, 1.000000
16.907799, 28.149573, 1.000000, 1.000000
16.852794, 28.150982, 1.000000, 1.000000
16.814591, 28.111829, 1.000000, 1.000000
16.765921, 28.097946, 1.000000, 1.000000
16.710492, 28.100381, 1.000000, 1.000000
16.656240, 28.099971, 1.000000, 1.000000
16.601809, 28.099998, 1.000000, 1.000000
16.547429, 28.099899, 1.000000, 1.000000
16.492862, 28.100250, 1.000000, 1.000000
16.438788, 28.099414, 1.000000, 1.000000
16.383192, 28.102251, 1.000000, 1.000000
16.334888, 28.087484, 1.000000, 1.000000
16.296503, 28.048771, 1.000000, 1.000000
16.241354, 28.050527, 1.000000, 1.000000
16.187220, 28.049835, 1.000000, 1.000000
16.132661, 28.050170, 1.000000, 1.000000
16.078608, 28.049280, 1.000000, 1.000000
16.022596, 28.053122, 1.000000, 1.000000
15.978059, 28.029260, 1.000000, 1.000000
15.937081, 27.996806, 1.000000, 1.000000
15.880930, 28.000983, 1.000000, 1.000000
15.826971, 27.999868, 1.000000, 1.000000
15.772852, 27.999141, 1.000000, 1.000000
15.716665, 28.003404, 1.000000, 1.000000
15.674354, 27.974168, 1.000000, 1.000000
15.631385, 27.946521, 1.000000, 1.000000
15.575137, 27.950932, 1.000000, 1.000000
15.521083, 27.950047, 1.000000, 1.000000
15.467057, 27.949095, 1.000000, 1.000000
15.411030, 27.952972, 1.000000, 1.000000
15.370648, 27.919079, 1.000000, 1.000000
15.325386, 27.896968, 1.000000, 1.000000
15.269357, 27.900850, 1.000000, 1.000000
15.215662, 27.899099, 1.000000, 1.000000
15.159740, 27.902722, 1.000000, 1.000000
15.119721, 27.867954, 1.000000, 1.000000
15.073869, 27.847266, 1.000000, 1.000000
15.018382, 27.849841, 1.000000, 1.000000
14.962702, 27.852884, 1.000000, 1.000000
14.921523, 27.820876, 1.000000, 1.000000
14.877370, 27.796224, 1.000000, 1.000000
14.819782, 27.803308, 1.000000, 1.000000
14.776113, 27.780484, 1.000000, 1.000000
14.735772, 27.738238, 1.000000, 1.000000
14.699983, 27.699504, 1.000000, 1.000000
14.698799, 27.645563, 1.000000, 1.000000
14.660957, 27.606811, 1.000000, 1.000000
14.612522, 27.572487, 1.000000, 1.000000
14.600160, 27.523172, 1.000000, 1.000000
14.584989, 27.475038, 1.000000, 1.000000
14.535785, 27.440998, 1.000000, 1.000000
14.500330, 27.401262, 1.000000, 1.000000
14.499302, 27.347268, 1.000000, 1.000000
14.462786, 27.307972, 1.000000, 1.000000
14.413365, 27.274022, 1.000000, 1.000000
14.401186, 27.224646, 1.000000, 1.000000
14.380038, 27.178987, 1.000000, 1.000000
14.348695, 27.137541, 1.000000, 1.000000
14.341116, 27.086299, 1.000000, 1.000000
14.299599, 27.049018, 1.000000, 1.000000
14.301328, 26.994085, 1.000000, 1.000000
14.293475, 26.941613, 1.000000, 1.000000
14.250967, 26.903946, 1.000000, 1.000000
14.282559, 26.868160, 1.000000, 1.000000
14.303874, 26.819261, 1.000000, 1.000000
14.296142, 26.762286, 1.000000, 1.000000
14.331232, 26.722234, 1.000000, 1.000000
14.349836, 26.675581, 1.000000, 1.000000
14.369131, 26.629143, 1.000000, 1.000000
14.401358, 26.588072, 1.000000, 1.000000
14.408548, 26.536630, 1.000000, 1.000000
14.450162, 26.499446, 1.000000, 1.000000
14.448912, 26.444508, 1.000000, 1.000000
14.455397, 26.392773, 1.000000, 1.000000
14.497291, 26.355705, 1.000000, 1.000000
14.499600, 26.302241, 1.000000, 1.000000
14.537781, 26.263635, 1.000000, 1.000000
14.552884, 26.215470, 1.000000, 1.000000
14.546899, 26.158570, 1.000000, 1.000000
14.584457, 26.119707, 1.000000, 1.000000
14.599357, 26.071457, 1.000000, 1.000000
14.622584, 26.026657, 1.000000, 1.000000
14.651201, 25.984090, 1.000000, 1.000000
14.661330, 25.933865, 1.000000, 1.000000
14.701509, 25.896087, 1.000000, 1.000000
14.698431, 25.840392, 1.000000, 1.000000
14.707310, 25.789648, 1.000000, 1.000000
14.748828, 25.752422, 1.000000, 1.000000
14.749463, 25.698271, 1.000000, 1.000000
14.753274, 25.645418, 1.000000, 1.000000
14.795272, 25.608391, 1.000000, 1.000000
14.799489, 25.555747, 1.000000, 1.000000
14.830131, 25.513684, 1.000000, 1.000000
14.874927, 25.479262, 1.000000, 1.000000
14.909805, 25.435968, 1.000000, 1.000000
14.949665, 25.400160, 1.000000, 1.000000
15.003639, 25.399048, 1.000000, 1.000000
15.042644, 25.361846, 1.000000, 1.000000
15.076732, 25.312731, 1.000000, 1.000000
15.126313, 25.301057, 1.000000, 1.000000
15.172225, 25.280513, 1.000000, 1.000000
15.212456, 25.246256, 1.000000, 1.000000
15.269878, 25.253503, 1.000000, 1.000000
15.316364, 25.234346, 1.000000, 1.000000
15.356157, 25.199032, 1.000000, 1.000000
15.408916, 25.195020, 1.000000, 1.000000
15.445827, 25.152746, 1.000000, 1.000000
15.499020, 25.149783, 1.000000, 1.000000
15.553457, 25.149822, 1.000000, 1.000000
15.608408, 25.151103, 1.000000, 1.000000
15.659582, 25.143264, 1.000000, 1.000000
15.696874, 25.101910, 1.000000, 1.000000
15.750402, 25.099754, 1.000000, 1.000000
15.805069, 25.100349, 1.000000, 1.000000
15.859232, 25.099727, 1.000000, 1.000000
15.913695, 25.099829, 1.000000, 1.000000
15.968217, 25.100072, 1.000000, 1.000000
16.022708, 25.100242, 1.000000, 1.000000
16.077097, 25.100165, 1.000000, 1.000000
16.131312, 25.099669, 1.000000, 1.000000
16.185640, 25.099446, 1.000000, 1.000000
16.241343, 25.102540, 1.000000, 1.000000
16.281052, 25.067023, 1.000000, 1.000000
16.327210, 25.047076, 1.000000, 1.000000
16.383178, 25.050811, 1.000000, 1.000000
16.437178, 25.049793, 1.000000, 1.000000
16.491633, 25.049877, 1.000000, 1.000000
16.546183, 25.050189, 1.000000, 1.000000
16.600522, 25.049991, 1.000000, 1.000000
16.654868, 25.049811, 1.000000, 1.000000
16.709427, 25.050143, 1.000000, 1.000000
16.763874, 25.050206, 1.000000, 1.000000
16.817843, 25.049121, 1.000000, 1.000000
16.873964, 25.053196, 1.000000, 1.000000
16.919205, 25.031200, 1.000000, 1.000000
16.960239, 24.998497, 1.000000, 1.000000
17.012241, 24.994185, 1.000000, 1.000000
17.049224, 24.950974, 1.000000, 1.000000
17.092685, 24.913722, 1.000000, 1.000000
17.099123, 24.862739, 1.000000, 1.000000
17.124781, 24.818754, 1.000000, 1.000000
17.168217, 24.782411, 1.000000, 1.000000
17.207489, 24.744237, 1.000000, 1.000000
17.247647, 24.706450, 1.000000, 1.000000
17.249587, 24.652835, 1.000000, 1.000000
17.283412, 24.612424, 1.000000, 1.000000
17.324848, 24.575167, 1.000000, 1.000000
17.366185, 24.537869, 1.000000, 1.000000
17.400344, 24.497597, 1.000000, 1.000000
17.402181, 24.443938, 1.000000, 1.000000
17.442122, 24.406062, 1.000000, 1.000000
17.481421, 24.367903, 1.000000, 1.000000
17.524998, 24.331602, 1.000000, 1.000000
17.550630, 24.287636, 1.000000, 1.000000
17.558349, 24.237082, 1.000000, 1.000000
17.600303, 24.199330, 1.000000, 1.000000
17.596988, 24.145800, 1.000000, 1.000000
17.554919, 24.108815, 1.000000, 1.000000
17.550489, 24.056662, 1.000000, 1.000000
17.522018, 24.013923, 1.000000, 1.000000
17.470803, 23.980777, 1.000000, 1.000000
17.450103, 23.934914, 1.000000, 1.000000
17.438255, 23.885403, 1.000000, 1.000000
17.399472, 23.847046, 1.000000, 1.000000
17.396683, 23.793780, 1.000000, 1.000000
17.354255, 23.756934, 1.000000, 1.000000
17.350273, 23.704163, 1.000000, 1.000000
17.319839, 23.662348, 1.000000, 1.000000
17.268727, 23.629099, 1.000000, 1.000000
17.250369, 23.582282, 1.000000, 1.000000
17.236207, 23.533727, 1.000000, 1.000000
17.199105, 23.494674, 1.000000, 1.000000
17.195179, 23.441880, 1.000000, 1.000000
17.152717, 23.405047, 1.000000, 1.000000
17.150215, 23.351663, 1.000000, 1.000000
17.111755, 23.313172, 1.000000, 1.000000
17.097209, 23.264777, 1.000000, 1.000000
17.102964, 23.207972, 1.000000, 1.000000
17.065007, 23.169274, 1.000000, 1.000000
17.050737, 23.120764, 1.000000, 1.000000
17.026721, 23.076291, 1.000000, 1.000000
16.999065, 23.033326, 1.000000, 1.000000
16.987131, 22.983848, 1.000000, 1.000000
16.949080, 22.945188, 1.000000, 1.000000
16.945897, 22.892086, 1.000000, 1.000000
16.903639, 22.855169, 1.000000, 1.000000
16.899498, 22.802463, 1.000000, 1.000000
16.899252, 22.748152, 1.000000, 1.000000
16.861756, 22.709319, 1.000000, 1.000000
16.820640, 22.671532, 1.000000, 1.000000
16.782891, 22.633981, 1.000000, 1.000000
16.745017, 22.593323, 1.000000, 1.000000
16.707425, 22.552732, 1.000000, 1.000000
16.653924, 22.550557, 1.000000, 1.000000
16.612964, 22.518049, 1.000000, 1.000000
16.576752, 22.474097, 1.000000, 1.000000
16.537010, 22.438658, 1.000000, 1.000000
16.499114, 22.398762, 1.000000, 1.000000
16.462580, 22.355581, 1.000000, 1.000000
16.410068, 22.350971, 1.000000, 1.000000
16.367212, 22.323051, 1.000000, 1.000000
16.330580, 22.280107, 1.000000, 1.000000
16.292625, 22.240354, 1.000000, 1.000000
16.254314, 22.201462, 1.000000, 1.000000
16.200501, 22.199994, 1.000000, 1.000000
16.160647, 22.164825, 1.000000, 1.000000
16.124141, 22.121576, 1.000000, 1.000000
16.084348, 22.086261, 1.000000, 1.000000
16.046767, 22.045606, 1.000000, 1.000000
16.009649, 22.003835, 1.000000, 1.000000
15.956493, 22.000781, 1.000000, 1.000000
15.914672, 21.970361, 1.000000, 1.000000
15.878540, 21.926210, 1.000000, 1.000000
15.839294, 21.889574, 1.000000, 1.000000
15.800757, 21.851226, 1.000000, 1.000000
15.762389, 21.812472, 1.000000, 1.000000
15.723971, 21.773838, 1.000000, 1.000000
15.685513, 21.735300, 1.000000, 1.000000
15.647025, 21.696834, 1.000000, 1.000000
15.608518, 21.658416, 1.000000, 1.000000
15.570001, 21.620021, 1.000000, 1.000000
15.531484, 21.581625, 1.000000, 1.000000
15.492978, 21.543204, 1.000000, 1.000000
15.454492, 21.504734, 1.000000, 1.000000
15.416036, 21.466191, 1.000000, 1.000000
15.377621, 21.427550, 1.000000, 1.000000
15.339254, 21.388790, 1.000000, 1.000000
15.300836, 21.350157, 1.000000, 1.000000
15.262066, 21.312373, 1.000000, 1.000000
15.222958, 21.275407, 1.000000, 1.000000
15.186814, 21.231276, 1.000000, 1.000000
15.145558, 21.199497, 1.000000, 1.000000
15.092164, 21.197020, 1.000000, 1.000000
15.054594, 21.156281, 1.000000, 1.000000
15.017160, 21.115487, 1.000000, 1.000000
14.977926, 21.078590, 1.000000, 1.000000
14.939505, 21.039717, 1.000000, 1.000000
14.901340, 21.001008, 1.000000, 1.000000
14.862967, 20.962597, 1.000000, 1.000000
14.824031, 20.924350, 1.000000, 1.000000
14.785211, 20.885952, 1.000000, 1.000000
14.747852, 20.846971, 1.000000, 1.000000
14.709833, 20.808343, 1.000000, 1.000000
14.664253, 20.772800, 1.000000, 1.000000
14.650118, 20.724223, 1.000000, 1.000000
14.634546, 20.676259, 1.000000, 1.000000
14.588987, 20.640705, 1.000000, 1.000000
14.551648, 20.601752, 1.000000, 1.000000
14.513449, 20.563154, 1.000000, 1.000000
14.474490, 20.524870, 1.000000, 1.000000
14.436233, 20.486296, 1.000000, 1.000000
14.398090, 20.447674, 1.000000, 1.000000
14.359599, 20.409197, 1.000000, 1.000000
14.320851, 20.370826, 1.000000, 1.000000
14.282051, 20.332477, 1.000000, 1.000000
14.243406, 20.294064, 1.000000, 1.000000
14.205121, 20.255501, 1.000000, 1.000000
14.167402, 20.216704, 1.000000, 1.000000
14.130092, 20.177737, 1.000000, 1.000000
14.086873, 20.141218, 1.000000, 1.000000
14.050781, 20.101747, 1.000000, 1.000000
14.049247, 20.047962, 1.000000, 1.000000
14.012269, 20.008858, 1.000000, 1.000000
13.969842, 19.972011, 1.000000, 1.000000
13.933311, 19.932722, 1.000000, 1.000000
13.894945, 19.894192, 1.000000, 1.000000
13.855606, 19.856067, 1.000000, 1.000000
13.816642, 19.817785, 1.000000, 1.000000
13.779261, 19.778848, 1.000000, 1.000000
13.742011, 19.739856, 1.000000, 1.000000
13.701084, 19.702388, 1.000000, 1.000000
13.659411, 19.665229, 1.000000, 1.000000
13.647770, 19.615630, 1.000000, 1.000000
13.652842, 19.559108, 1.000000, 1.000000
13.617736, 19.519229, 1.000000, 1.000000
13.596312, 19.473682, 1.000000, 1.000000
13.603903, 19.416117, 1.000000, 1.000000
13.573570, 19.374261, 1.000000, 1.000000
13.546744, 19.330952, 1.000000, 1.000000
13.550957, 19.274786, 1.000000, 1.000000
13.549022, 19.221166, 1.000000, 1.000000
13.553225, 19.165004, 1.000000, 1.000000
13.522676, 19.123238, 1.000000, 1.000000
13.496723, 19.079567, 1.000000, 1.000000
13.500848, 19.023437, 1.000000, 1.000000
13.499728, 18.969480, 1.000000, 1.000000
13.500107, 18.914903, 1.000000, 1.000000
13.500059, 18.860500, 1.000000, 1.000000
13.499634, 18.806261, 1.000000, 1.000000
13.500475, 18.751476, 1.000000, 1.000000
13.460479, 18.713450, 1.000000, 1.000000
13.448768, 18.664591, 1.000000, 1.000000
13.448203, 18.608084, 1.000000, 1.000000
13.482087, 18.568206, 1.000000, 1.000000
13.503784, 18.522529, 1.000000, 1.000000
13.499541, 18.466395, 1.000000, 1.000000
13.498955, 18.411737, 1.000000, 1.000000
13.500108, 18.357782, 1.000000, 1.000000
13.500623, 18.303571, 1.000000, 1.000000
13.500362, 18.249047, 1.000000, 1.000000
13.499941, 18.194455, 1.000000, 1.000000
13.499603, 18.139894, 1.000000, 1.000000
13.499500, 18.085428, 1.000000, 1.000000
13.499786, 18.031124, 1.000000, 1.000000
13.500586, 17.977035, 1.000000, 1.000000
13.501074, 17.922818, 1.000000, 1.000000
13.499271, 17.867651, 1.000000, 1.000000
13.497205, 17.812373, 1.000000, 1.000000
13.530485, 17.771737, 1.000000, 1.000000
13.552947, 17.726621, 1.000000, 1.000000
13.549180, 17.670640, 1.000000, 1.000000
13.550412, 17.616729, 1.000000, 1.000000
13.550055, 17.562161, 1.000000, 1.000000
13.549278, 17.507418, 1.000000, 1.000000
13.550333, 17.453434, 1.000000, 1.000000
13.551089, 17.399327, 1.000000, 1.000000
13.547755, 17.343525, 1.000000, 1.000000
13.556137, 17.292576, 1.000000, 1.000000
13.596870, 17.255027, 1.000000, 1.000000
13.600375, 17.202058, 1.000000, 1.000000
13.599922, 17.147450, 1.000000, 1.000000
13.600289, 17.093181, 1.000000, 1.000000
13.598425, 17.037988, 1.000000, 1.000000
13.609104, 16.987990, 1.000000, 1.000000
13.649680, 16.950377, 1.000000, 1.000000
13.649707, 16.895967, 1.000000, 1.000000
13.650443, 16.841851, 1.000000, 1.000000
13.648094, 16.786458, 1.000000, 1.000000
13.660801, 16.737300, 1.000000, 1.000000
13.700008, 16.699120, 1.000000, 1.000000
13.702299, 16.645648, 1.000000, 1.000000
13.744650, 16.608769, 1.000000, 1.000000
13.749014, 16.556156, 1.000000, 1.000000
13.785492, 16.516845, 1.000000, 1.000000
13.800453, 16.468621, 1.000000, 1.000000
13.818137, 16.421529, 1.000000, 1.000000
13.868796, 16.388076, 1.000000, 1.000000
13.900419, 16.346778, 1.000000, 1.000000
13.902431, 16.293102, 1.000000, 1.000000
13.942587, 16.255208, 1.000000, 1.000000
13.984281, 16.219608, 1.000000, 1.000000
14.018406, 16.173582, 1.000000, 1.000000
14.063321, 16.149754, 1.000000, 1.000000
14.113497, 16.139645, 1.000000, 1.000000
14.151433, 16.099816, 1.000000, 1.000000
14.204949, 16.097628, 1.000000, 1.000000
14.242056, 16.055829, 1.000000, 1.000000
14.293712, 16.049155, 1.000000, 1.000000
14.348524, 16.050098, 1.000000, 1.000000
14.402332, 16.048620, 1.000000, 1.000000
14.439707, 16.007467, 1.000000, 1.000000
14.490515, 15.998745, 1.000000, 1.000000
14.545553, 16.000234, 1.000000, 1.000000
14.599909, 16.000078, 1.000000, 1.000000
14.653455, 15.997965, 1.000000, 1.000000
14.690719, 15.956546, 1.000000, 1.000000
14.741948, 15.948841, 1.000000, 1.000000
14.797006, 15.950379, 1.000000, 1.000000
14.851164, 15.949745, 1.000000, 1.000000
14.905718, 15.950067, 1.000000, 1.000000
14.960153, 15.950100, 1.000000, 1.000000
15.014505, 15.949935, 1.000000, 1.000000
15.068911, 15.949899, 1.000000, 1.000000
15.123402, 15.950067, 1.000000, 1.000000
15.177855, 15.950145, 1.000000, 1.000000
15.232232, 15.950038, 1.000000, 1.000000
15.286584, 15.949873, 1.000000, 1.000000
15.340969, 15.949786, 1.000000, 1.000000
15.395443, 15.949914, 1.000000, 1.000000
15.450019, 15.950290, 1.000000, 1.000000
15.504495, 15.950424, 1.000000, 1.000000
15.558599, 15.949659, 1.000000, 1.000000
15.612755, 15.949018, 1.000000, 1.000000
15.668901, 15.953184, 1.000000, 1.000000
15.716091, 15.935727, 1.000000, 1.000000
15.755127, 15.898586, 1.000000, 1.000000
15.810144, 15.900025, 1.000000, 1.000000
15.864842, 15.900693, 1.000000, 1.000000
15.918727, 15.899399, 1.000000, 1.000000
15.973383, 15.899967, 1.000000, 1.000000
16.028068, 15.900607, 1.000000, 1.000000
16.081995, 15.899414, 1.000000, 1.000000
16.136555, 15.899749, 1.000000, 1.000000
16.191970, 15.902149, 1.000000, 1.000000
16.231811, 15.866952, 1.000000, 1.000000
16.277747, 15.846466, 1.000000, 1.000000
16.333926, 15.850711, 1.000000, 1.000000
16.388349, 15.850717, 1.000000, 1.000000
16.442451, 15.849946, 1.000000, 1.000000
16.496753, 15.849660, 1.000000, 1.000000
16.551185, 15.849687, 1.000000, 1.000000
16.605671, 15.849845, 1.000000, 1.000000
16.660154, 15.849995, 1.000000, 1.000000
16.714622, 15.850108, 1.000000, 1.000000
16.769072, 15.850179, 1.000000, 1.000000
16.823502, 15.850202, 1.000000, 1.000000
16.877910, 15.850171, 1.000000, 1.000000
16.932294, 15.850080, 1.000000, 1.000000
16.986650, 15.849924, 1.000000, 1.000000
17.040976, 15.849697, 1.000000, 1.000000
17.095271, 15.849392, 1.000000, 1.000000
17.150329, 15.850931, 1.000000, 1.000000
17.203399, 15.847668, 1.000000, 1.000000
17.240773, 15.806516, 1.000000, 1.000000
17.291956, 15.798699, 1.000000, 1.000000
17.347156, 15.800580, 1.000000, 1.000000
17.401260, 15.799813, 1.000000, 1.000000
17.455662, 15.799769, 1.000000, 1.000000
17.510162, 15.799960, 1.000000, 1.000000
17.564621, 15.800053, 1.000000, 1.000000
17.619052, 15.800077, 1.000000, 1.000000
17.673476, 15.800085, 1.000000, 1.000000
17.727896, 15.800081, 1.000000, 1.000000
17.782311, 15.800069, 1.000000, 1.000000
17.836724, 15.800049, 1.000000, 1.000000
17.891135, 15.800025, 1.000000, 1.000000
17.945544, 15.799998, 1.000000, 1.000000
17.999954, 15.799971, 1.000000, 1.000000
18.054364, 15.799946, 1.000000, 1.000000
18.108776, 15.799925, 1.000000, 1.000000
18.163191, 15.799909, 1.000000, 1.000000
18.217609, 15.799902, 1.000000, 1.000000
18.272031, 15.799905, 1.000000, 1.000000
18.326458, 15.799921, 1.000000, 1.000000
18.380892, 15.799952, 1.000000, 1.000000
18.435332, 15.799999, 1.000000, 1.000000
18.489780, 15.800066, 1.000000, 1.000000
18.544238, 15.800153, 1.000000, 1.000000
18.598700, 15.800253, 1.000000, 1.000000
18.653137, 15.800292, 1.000000, 1.000000
18.707509, 15.800176, 1.000000, 1.000000
18.761779, 15.799810, 1.000000, 1.000000
18.815914, 15.799121, 1.000000, 1.000000
18.870524, 15.799577, 1.000000, 1.000000
18.926695, 15.803803, 1.000000, 1.000000
18.970890, 15.779116, 1.000000, 1.000000
19.012146, 15.747332, 1.000000, 1.000000
19.067736, 15.750157, 1.000000, 1.000000
19.123144, 15.752536, 1.000000, 1.000000
19.169483, 15.733034, 1.000000, 1.000000
19.209147, 15.697414, 1.000000, 1.000000
19.265314, 15.701578, 1.000000, 1.000000
19.315523, 15.691561, 1.000000, 1.000000
19.351795, 15.647574, 1.000000, 1.000000
19.390476, 15.609140, 1.000000, 1.000000
19.427846, 15.570913, 1.000000, 1.000000
19.470593, 15.533820, 1.000000, 1.000000
19.502079, 15.492546, 1.000000, 1.000000
19.497704, 15.436298, 1.000000, 1.000000
19.510198, 15.387058, 1.000000, 1.000000
19.549974, 15.349111, 1.000000, 1.000000
19.550263, 15.294810, 1.000000, 1.000000
19.549200, 15.239949, 1.000000, 1.000000
19.551160, 15.186341, 1.000000, 1.000000
19.547178, 15.130268, 1.000000, 1.000000
19.564713, 15.083118, 1.000000, 1.000000
19.601904, 15.044097, 1.000000, 1.000000
19.599457, 14.988646, 1.000000, 1.000000
19.599849, 14.934447, 1.000000, 1.000000
19.600271, 14.880145, 1.000000, 1.000000
19.600066, 14.825585, 1.000000, 1.000000
19.599832, 14.771154, 1.000000, 1.000000
19.599862, 14.716853, 1.000000, 1.000000
19.600134, 14.662370, 1.000000, 1.000000
19.600254, 14.607831, 1.000000, 1.000000
19.599610, 14.553643, 1.000000, 1.000000
19.600438, 14.498944, 1.000000, 1.000000
19.597363, 14.445762, 1.000000, 1.000000
19.555928, 14.408512, 1.000000, 1.000000
19.548842, 14.357028, 1.000000, 1.000000
19.550595, 14.301880, 1.000000, 1.000000
19.549776, 14.247799, 1.000000, 1.000000
19.549692, 14.193413, 1.000000, 1.000000
19.549948, 14.138886, 1.000000, 1.000000
19.550265, 14.084334, 1.000000, 1.000000
19.550383, 14.029864, 1.000000, 1.000000
19.550042, 13.975585, 1.000000, 1.000000
19.549111, 13.921550, 1.000000, 1.000000
19.550015, 13.866755, 1.000000, 1.000000
19.552657, 13.811239, 1.000000, 1.000000
19.519674, 13.770480, 1.000000, 1.000000
19.496410, 13.725696, 1.000000, 1.000000
19.500480, 13.669589, 1.000000, 1.000000
19.500859, 13.615011, 1.000000, 1.000000
19.499590, 13.561116, 1.000000, 1.000000
19.499524, 13.506723, 1.000000, 1.000000
19.500291, 13.451984, 1.000000, 1.000000
19.500339, 13.397543, 1.000000, 1.000000
19.499318, 13.343546, 1.000000, 1.000000
19.501764, 13.288112, 1.000000, 1.000000
19.490939, 13.238175, 1.000000, 1.000000
19.450421, 13.200537, 1.000000, 1.000000
19.450196, 13.146209, 1.000000, 1.000000
19.450002, 13.091869, 1.000000, 1.000000
19.449545, 13.037637, 1.000000, 1.000000
19.452314, 12.982070, 1.000000, 1.000000
19.436643, 12.934140, 1.000000, 1.000000
19.398458, 12.895536, 1.000000, 1.000000
19.400634, 12.840214, 1.000000, 1.000000
19.399638, 12.786206, 1.000000, 1.000000
19.400381, 12.731477, 1.000000, 1.000000
19.399894, 12.677258, 1.000000, 1.000000
19.399145, 12.623147, 1.000000, 1.000000
19.403493, 12.566925, 1.000000, 1.000000
19.374083, 12.524687, 1.000000, 1.000000
19.346805, 12.481565, 1.000000, 1.000000
19.350785, 12.425495, 1.000000, 1.000000
19.349811, 12.371478, 1.000000, 1.000000
19.350023, 12.316969, 1.000000, 1.000000
19.350037, 12.262543, 1.000000, 1.000000
19.350003, 12.208136, 1.000000, 1.000000
19.349987, 12.153722, 1.000000, 1.000000
19.349983, 12.099303, 1.000000, 1.000000
19.349988, 12.044880, 1.000000, 1.000000
19.349997, 11.990455, 1.000000, 1.000000
19.350006, 11.936031, 1.000000, 1.000000
19.350013, 11.881607, 1.000000, 1.000000
19.350016, 11.827185, 1.000000, 1.000000
19.350013, 11.772765, 1.000000, 1.000000
19.350004, 11.718348, 1.000000, 1.000000
19.349990, 11.663933, 1.000000, 1.000000
19.349978, 11.609518, 1.000000, 1.000000
19.349972, 11.555099, 1.000000, 1.000000
19.349979, 11.500676, 1.000000, 1.000000
19.350001, 11.446245, 1.000000, 1.000000
19.350029, 11.391813, 1.000000, 1.000000
19.350049, 11.337384, 1.000000, 1.000000
19.350048, 11.282964, 1.000000, 1.000000
19.350013, 11.228557, 1.000000, 1.000000
19.349954, 11.174161, 1.000000, 1.000000
19.349908, 11.119759, 1.000000, 1.000000
19.349915, 11.065336, 1.000000, 1.000000
19.350014, 11.010874, 1.000000, 1.000000
19.350202, 10.956375, 1.000000, 1.000000
19.350161, 10.901971, 1.000000, 1.000000
19.349433, 10.847852, 1.000000, 1.000000
19.351218, 10.792692, 1.000000, 1.000000
19.343935, 10.741288, 1.000000, 1.000000
19.302827, 10.703894, 1.000000, 1.000000
19.298987, 10.651064, 1.000000, 1.000000
19.300993, 10.595812, 1.000000, 1.000000
